"","cik","entityName","loc","2008Q1","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4","2020Q1","2020Q2","2020Q3","2020Q4","2021Q1","2021Q2","2021Q3","2021Q4","2022Q1","2022Q2","2022Q3","2022Q4","2023Q1","2023Q2","2023Q3","2023Q4","2024Q1","2024Q2","2024Q3","2024Q4","sic","sicDescription"
"322","0000807882","JACK IN THE BOX INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20689000,13291000,-5656000,22828000,32286000,15801000,24703000,16160000,35835000,23005000,26831000,23141000,33221000,28682000,30189000,31981000,35929000,33094000,36351000,29958000,12190000,47605000,45307000,16269000,34098000,25089000,13189000,22061000,7897000,NA,NA,37849000,50859000,35934000,40028000,NA,39270000,7796000,22857000,NA,53254000,26507000,29168000,NA,38683000,24980000,-122300000,NA,33686000,5812,"Retail-Eating  Places"
"323","0000836157","Lindsay Corporation","US-NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14728000,19351000,26063000,10428000,10234000,13450000,16499000,11329000,7568000,8995000,12927000,-3181000,6944000,-4129000,9644000,7808000,873000,5012000,10952000,6342000,3185000,1735000,10379000,4978000,1212000,-3440000,2897000,1503000,8345000,NA,NA,14674000,7095000,11876000,17797000,NA,7901000,14566000,25073000,NA,18217000,18052000,16881000,NA,15019000,18123000,20379000,NA,17164000,3523,"Farm Machinery & Equipment"
"324","0000866706","ESCO TECHNOLOGIES INC.","US-MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246000,1559000,4897000,-32305000,11189000,-33677000,11590000,11308000,10023000,7610000,11896000,12983000,8829000,8610000,11528000,16915000,10727000,11157000,12645000,19174000,34671000,9994000,19019000,28452000,17317000,18797000,20067000,24858000,86777000,NA,NA,-21306000,12818000,15404000,14909000,NA,11524000,16583000,23173000,NA,14727000,17878000,27943000,NA,15169000,23219000,29230000,NA,23473000,3669,"Communications Equipment, NEC"
"325","0000912603","RADIUS RECYCLING, INC.","US-OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1671000,8643000,820000,-289234000,-6228000,1789000,3110000,7253000,-2473000,-195642000,-9626000,10732000,-5296000,-41245000,1.1e+07,16132000,-1326000,11037000,16565000,18235000,18364000,41016000,37402000,59669000,16188000,12892000,15690000,11575000,-6995000,NA,NA,3962000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4353000,13460000,NA,-17964000,-33979000,-198390000,NA,-37173000,5090,"Wholesale-Misc Durable Goods"
"326","0000936528","WAFD, INC.","US-WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35283000,NA,NA,42906000,40236000,38657000,37910000,40561000,38407000,40361000,39050000,42498000,35098000,41723000,43004000,44224000,41246000,42070000,44112000,46104000,51670000,49271000,51394000,51515000,52942000,51098000,53854000,52362000,67866000,NA,NA,34343000,NA,NA,NA,NA,NA,NA,NA,NA,79509000,65934000,61775000,NA,58453000,15888000,64560000,NA,47267000,6021,"National Commercial Banks"
"327","0001024478","Rockwell Automation, Inc.","US-WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161400000,175900000,203700000,215300000,198100000,180300000,199700000,248700000,214200000,2.06e+08,206100000,201300000,185500000,1.68e+08,1.91e+08,185200000,214700000,189500000,216900000,204600000,-236400000,227400000,198600000,345900000,80300000,3.46e+08,261400000,8100000,310700000,NA,NA,262700000,593300000,4.15e+08,271300000,NA,241500000,53900000,297900000,NA,3.84e+08,NA,400200000,NA,2.15e+08,2.66e+08,2.32e+08,NA,1.84e+08,3829,"Measuring & Controlling Devices, NEC"
"328","0001584509","Aramark","US-PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42814000,-40104000,27748000,38898000,44762000,12916000,46873000,44405000,85497000,59823000,33761000,56865000,93343000,66354000,44765000,83344000,125339000,70151000,65295000,113138000,292284000,27569000,72577000,175455000,250682000,29353000,82955000,85557000,145761000,-202260000,-256440000,-148590000,-81243000,-77576000,32557000,NA,42611000,35748000,40329000,NA,74151000,56041000,338484000,NA,28536000,53449000,58126000,NA,105619000,5812,"Retail-Eating  Places"
"329","0001589150","REGEN BIOPHARMA, INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91839,-70505,-74829,-117861,-209529,-186201,-166021,-194602,-219191,-8812902,-1562371,-600684,-1857466,-1090386,-2357084,NA,-2524579,-1311594,-2623407,NA,-2785148,-1130853,-107596,NA,245057,-333177,-4405083,NA,3082768,-4077145,3205945,NA,NA,NA,-7489114,NA,2644980,-67081589,66958167,NA,NA,-54978,-99218,NA,-144933,NA,-130120,-264899,-515385,2834,"Pharmaceutical Preparations"
"330","0000089439","MUELLER INDUSTRIES, INC.","US-TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26202000,91150000,39864000,15384000,24706000,35045000,23823000,17987000,21978000,33651000,17800000,14435000,28630000,27797000,25978000,17322000,29987000,27633000,22258000,5720000,24128000,33182000,20292000,26857000,15723000,27986000,29093000,28170000,32415000,27956000,42702000,36420000,63107000,108832000,170980000,125601000,158316000,206552000,154542000,138906000,173239000,177711000,132709000,119238000,NA,NA,NA,137652000,3350,"Rolling Drawing & Extruding of  Nonferrous Metals"
"331","0000104894","ELME COMMUNITIES","US-MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7335000,5263000,5840000,18908000,104554000,1087000,3668000,2330000,29506000,-2546000,647000,62133000,2384000,31836000,79674000,5445000,6634000,7864000,2833000,2337000,3299000,10750000,5893000,5688000,-4405000,987000,332770000,54198000,NA,NA,NA,NA,NA,NA,NA,NA,-7724000,-8874000,-10739000,-3531000,-3643000,-2611000,-43618000,-3105000,-3647000,-3471000,-2970000,-3015000,6798,"Real Estate Investment Trusts"
"332","0000746514","New England Realty Associates Limited Partnership","US-MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901625,4469116,-32874,317518,-29614,281721,181487,591256,409658,1096457,1073746,1192704,1230764,980586,1210747,1528755,1894234,2483707,871720,1688270,1878558,53326,660329,1576877,1500516,1764244,1383979,1898513,1368783,1465051,-439284,-970022,-294180,569891,-75385,-2900489,342418,242985,995224,2142646,1754375,2224604,2175226,2299745,3463596,4072726,3909398,4215867,6513,"Operators of  Apartment Buildings"
"333","0000800240","The ODP Corporation","US-FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7e+06,-5.4e+07,1.61e+08,-1.21e+08,-1.09e+08,-1.9e+08,2.9e+07,-8.4e+07,4.5e+07,-5.8e+07,6e+06,1.5e+07,4.6e+07,2.1e+08,1.93e+08,8e+07,1.16e+08,2.4e+07,9.2e+07,-5.2e+07,4.1e+07,1.6e+07,6e+07,-1.4e+07,8e+06,-2.4e+07,6e+07,5.5e+07,4.5e+07,-4.39e+08,5.7e+07,1.8e+07,5.3e+07,-8.8e+07,1.01e+08,-2.74e+08,5.5e+07,2.7e+07,6.7e+07,1.7e+07,7.2e+07,3.4e+07,7e+07,-3.7e+07,1.5e+07,-7.3e+07,5.8e+07,-3e+06,5940,"Retail-Miscellaneous Shopping Goods Stores"
"334","0000859070","FIRST COMMUNITY BANKSHARES INC /VA/","US-VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7141000,5435000,5412000,5324000,5725000,7007000,7043000,5715000,5958000,6175000,6259000,6148000,6084000,6255000,6383000,NA,6202000,6418000,7652000,1213000,8868000,9066000,9100000,9306000,NA,NA,NA,NA,7872000,8238000,8266000,11550000,14602000,13403000,12608000,10555000,9515000,11213000,13351000,12583000,11782000,9814000,14640000,11784000,12845000,12686000,13033000,13040000,6022,"State Commercial Banks"
"335","0000875582","NORTHERN TECHNOLOGIES INTERNATIONAL CORPORATION","US-MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434410,927112,1615750,858586,1025044,980217,1242527,1008265,-128644,905435,4515,-234351,-107789,917373,NA,297639,386966,1352416,NA,1083626,1332847,2142752,NA,1497059,1401568,1482149,NA,1212550,NA,NA,NA,NA,NA,NA,NA,4493759,182847,1000167,NA,502242,411497,1059590,NA,895521,1701169,976604,NA,561091,3470,"Coating, Engraving & Allied Services"
"336","0000886128","FUELCELL ENERGY, INC.","US-CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7365000,-5612000,NA,-10604000,-15843000,-6978000,NA,-4066000,-9894000,-6539000,NA,-11712000,-15373000,-11010000,NA,-13685000,-13238000,-17001000,NA,-4183000,-13174000,-15881000,-14096000,-17548000,-19530000,-5311000,-35179000,NA,NA,NA,-18856000,-45960000,-18917000,-11997000,NA,-40624000,-30217000,-29414000,NA,-18622000,-34303000,-24279000,NA,-19793000,-32140000,-32660000,NA,-28326000,3620,"Electrical Industrial Apparatus"
"337","0000891166","UNIVERSAL INSURANCE HOLDINGS, INC.","US-FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11959000,17029000,14407000,15582000,13549000,17126000,21341000,20972000,22330000,24704000,30298000,29152000,25226000,33647000,26882000,13655000,31199000,29376000,9964000,36396000,40055000,46084000,37380000,-6468000,40148000,37293000,20146000,-51073000,20067000,19882000,-3169000,-17675000,26408000,21941000,20183000,-48125000,17537000,7370000,-72275000,25111000,24173000,28566000,-5915000,19999000,33657000,35416000,-16163000,6018000,6331,"Fire, Marine & Casualty Insurance"
"338","0000912728","FORWARD AIR CORPORATION","US-TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10855000,13831000,14197000,15584000,10202000,17178000,16744000,17045000,4836000,11824000,15687000,23228000,13099000,-10066000,11931000,12706000,14581000,19666000,18328000,34681000,17741000,24298000,22329000,27684000,18407000,22330000,22195000,24168000,NA,NA,NA,-4443000,11181000,30677000,23536000,NA,42686000,55430000,52133000,42942000,36368000,19951000,9288000,101744000,-61712000,-645433000,NA,-36416000,4731,"Arrangement of  Transportation of  Freight & Cargo"
"339","0000912767","UFP INDUSTRIES, INC.","US-MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5224000,15772000,14091000,7995000,7216000,21789000,19234000,9312000,10162000,25976000,25556000,18901000,19212000,33398000,27819000,20750000,21062000,33642000,33693000,31115000,32833000,44044000,41219000,30502000,35540000,54515000,51859000,37736000,40159000,66463000,77204000,62952000,103311000,173382000,121041000,137906000,189703000,203118000,167241000,132589000,126069000,150761000,134035000,103447000,120791000,125930000,99800000,68039000,2421,"Sawmills & Planting Mills, General"
"340","0000920427","Unity Bancorp, Inc.","US-NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,1347000,1302000,1266000,1293000,1528000,1886000,1701000,1939000,2428000,2551000,2639000,4205000,2824000,3020000,3160000,3192000,3444000,3757000,2500000,5229000,5397000,5490000,5803000,5740000,5834000,5959000,6120000,5368000,5171000,5760000,7345000,8496000,8418000,9459000,9746000,9108000,9451000,9942000,9956000,10287000,9700000,9950000,9770000,9586000,9454000,10905000,11505000,6022,"State Commercial Banks"
"341","0000926282","ADTRAN Holdings, Inc.","US-AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7890000,9859000,16205000,11840000,9607000,14395000,11326000,9292000,3317000,2544000,7067000,5718000,5014000,10228000,12415000,7572000,6651000,12401000,15898000,-11110000,-10814000,-7670000,7589000,-8447000,770000,3995000,-46123000,-11624000,NA,NA,NA,NA,896000,5086000,-10427000,NA,-1127000,2143000,-41934000,NA,-39738000,-38749000,-78210000,NA,-330765000,-49667000,-33348000,-46111000,3661,"Telephone & Telegraph Apparatus"
"342","0000949961","Income Opportunity Realty Investors, Inc.","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695000,646000,625000,3552000,559000,695000,623000,-318000,554000,603000,680000,-338000,893000,743000,727000,-282000,737000,1009000,612000,-850000,702000,707000,5988000,813000,970000,1087000,1030000,1058000,841000,1265000,761000,1347000,1352000,819000,712000,715000,626000,848000,1188000,1269000,1050000,1834000,1643000,2474000,NA,NA,NA,1113000,6798,"Real Estate Investment Trusts"
"343","0001046257","INGREDION INCORPORATED","US-IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11e+08,9.5e+07,8.6e+07,1.04e+08,7.3e+07,1.03e+08,1.19e+08,6.1e+07,8.4e+07,1.07e+08,1.08e+08,1.04e+08,1.3e+08,1.17e+08,1.43e+08,9.4e+07,1.24e+08,1.3e+08,1.66e+08,9.9e+07,1.4e+08,1.14e+08,9.5e+07,9.4e+07,1e+08,1.05e+08,9.9e+07,1.09e+08,7.5e+07,6.6e+07,9.2e+07,1.15e+08,-2.46e+08,1.78e+08,1.18e+08,6.7e+07,1.3e+08,1.42e+08,1.06e+08,1.14e+08,1.91e+08,1.63e+08,1.58e+08,1.31e+08,2.16e+08,1.48e+08,1.88e+08,9.5e+07,2040,"Grain Mill Products"
"344","0001058811","Immersion Corporation","US-FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1687000,466000,599000,37403000,1864000,169000,1073000,1017000,-59000,1595000,184000,1138000,-2695000,-5556000,7018000,-38148000,-12865000,-14845000,-5287000,-12294000,69883000,-7758000,-4640000,-3142000,-11016000,-8620000,-1387000,979000,NA,NA,NA,NA,NA,NA,3771000,NA,5076000,-1819000,7705000,NA,8278000,7028000,2680000,NA,18655000,28945000,27157000,15472000,3577,"Computer Peripheral Equipment, NEC"
"345","0001128361","HOPE BANCORP, INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17461000,22671000,23552000,18071000,22196000,22312000,21420000,22687000,21357000,22940000,25092000,22869000,23622000,23390000,26105000,40630000,36210000,40687000,44564000,17984000,51232000,47530000,46378000,44449000,42758000,42681000,42592000,43009000,NA,NA,NA,NA,43687000,53763000,55499000,51623000,60738000,52088000,53748000,51703000,39121000,38022000,30049000,26481000,25864000,25270000,24159000,24337000,6021,"National Commercial Banks"
"346","0001141103","Cross Country Healthcare, Inc","US-FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158000,-1457000,914000,-52584000,-782000,-3181000,-7602000,-20218000,2934000,2573000,5009000,-6098000,19022000,-17237000,14066000,-7884000,-2010000,4850000,6723000,27950000,1642000,1539000,-441000,-19691000,-1767000,-51674000,-3128000,-1144000,-2089000,-14151000,-1334000,4612000,19448000,11548000,23433000,77573000,61983000,52894000,34793000,38791000,29436000,21345000,12812000,9038000,NA,NA,2555000,-3753000,7363,"Services-Help Supply Services"
"347","0001163370","NORTHRIM BANCORP, INC.","US-AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2674000,3496000,3474000,2681000,2658000,4369000,3707000,6674000,3561000,4781000,5335000,4106000,3376000,4350000,3095000,3590000,3825000,3589000,5523000,214000,4062000,5830000,5264000,4848000,4312000,4261000,7538000,4580000,NA,NA,NA,NA,12181000,8345000,8877000,8114000,7226000,4795000,10125000,8595000,4830000,5577000,8374000,6613000,8199000,9020000,8825000,10927000,6035,"Savings Institution, Federally Chartered"
"348","0001327068","United States Oil Fund, LP","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45085571,-7308291,64699853,-28509577,29579359,32061691,-79777495,-471136789,-276690243,505259352,-677004421,-839977608,-178972992,641426881,-84354861,288453782,-253155304,-258773151,265809881,325090971,170897874,253227806,48484300,-763884625,420897668,-25593536,-83218477,161370049,-1617373490,-927063161,83890552,555364520,721469107,654237493,134666389,91901255,818899602,247761939,-438850927,157429663,-69659449,-34910503,355087475,-296561045,240295171,19928292,-135450397,96345125,6221,"Commodity Contracts Brokers & Dealers"
"349","0001342423","LIMONEIRA COMPANY","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2505000,6607000,NA,-1219000,2113000,8932000,NA,-1448000,2563000,5313000,NA,-3912000,1222000,10729000,NA,-2072000,3540000,7777000,NA,8625000,6599000,8201000,NA,-4693000,2815000,-990000,NA,-6427000,NA,NA,NA,-4208000,1933000,3705000,NA,-6518000,1561000,7377000,NA,15631000,-1613000,-1163000,NA,-3585000,6567000,6593000,NA,-3074000,100,"Agricultural Production-Crops"
"350","0001359841","Hanesbrands Inc.","US-NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41560000,154578000,118944000,32266000,52636000,94902000,162154000,89437000,52636000,94902000,162154000,119163000,80269000,128143000,173858000,157112000,70617000,172532000,203356000,-384611000,78802000,140027000,170809000,150028000,81088000,149555000,185091000,184986000,NA,NA,NA,-332164000,-263262000,128676000,151777000,60033000,118702000,92101000,80101000,-418108000,-34404000,-22464000,-38799000,77941000,-39122000,-298380000,29951000,-12880000,5600,"Retail-Apparel & Accessory Stores"
"351","0001376227","United States Natural Gas Fund, LP","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164120955,-120450613,-15893732,129323259,152821071,13921661,-66767128,-277126085,-43410328,31935323,-88635043,-145030975,-115057128,151653622,-20107439,82243127,-94878439,-45219720,-12033128,-41312688,11097621,19334318,19571623,60033900,-662758,-40622275,16097037,-52429258,-132888937,-72716711,53354021,-50564142,28791269,75726322,134000738,-220118128,210038953,-54301350,114505801,-195213915,-446085413,110184675,-81643654,-253706452,-164571369,174078176,1905125,53733843,6221,"Commodity Contracts Brokers & Dealers"
"352","0001396878","United States Gasoline Fund, LP","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3728234,-7060884,2662100,3631297,-912582,3141041,-6637563,-22691637,2319723,16886559,-23030119,-5359343,-8113755,1226777,4221704,7788472,-9350705,-6825037,9727638,6681750,384904,2844669,1872251,-16565874,10150232,2098838,-2345536,3462885,-24047486,44947758,6774629,14831640,23637937,15221567,4721655,4675929,25206169,19723104,-26938050,9379876,1961375,1709596,5266594,-8398509,15923170,-3765268,-13739406,7217735,6221,"Commodity Contracts Brokers & Dealers"
"353","0001405513","United States 12 Month Natural Gas Fund, LP","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5076144,-2953211,-416878,2383547,2096608,15362,-1369423,-4714528,-1341500,628660,-1907314,-1928259,-1364350,2630523,-705640,2308891,-1910579,-559826,-11573,-664505,50826,130128,-34618,420807,112993,-624751,-120661,-181907,-322713,-88075,771001,-575093,99514,2178035,4581443,-3699327,10132358,-7469932,8405451,-7435611,-7597328,-173137,-921473,-4588270,-2278270,1178251,-596136,476681,6221,"Commodity Contracts Brokers & Dealers"
"354","0001405528","United States 12 Month Oil Fund, LP","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3240912,-2501871,5687856,-848653,1491341,3912676,-6540319,-17669771,-5217256,8713790,-19286166,-12165314,1353809,19739794,-2911692,11191454,-11146943,-9895724,9832876,12931746,6464056,9563589,5243001,-26778673,13369839,-1740152,-4163002,6967640,-25119958,98276691,9562502,26000109,41440395,40572896,7110614,4212534,42318563,9117307,-21693648,8620334,-3688777,-2016298,15493598,-9845043,8273478,881001,-7039191,2941456,6221,"Commodity Contracts Brokers & Dealers"
"355","0001436425","HOME BANCORP, INC.","US-LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861000,1243000,2483000,1707000,1434000,2753000,2876000,2809000,2848000,2841000,2898000,3963000,3350000,4016000,4360000,4282000,5005701,4486000,4091000,3242000,7463000,7776000,8262000,8089000,7890000,6580000,6856000,6606000,2482000,2921000,8782000,10580000,11928000,11396000,15059000,10238000,4401000,8461000,10434000,10776000,11320000,9781000,9754000,9385000,9199000,8118000,9437000,9673000,6036,"Savings Institutions, Not Federally Chartered"
"356","0001438133","Tandem Diabetes Care, Inc.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11163000,-15301000,-13061000,-23614000,-21961000,-19197000,-19901000,-18465000,-21208000,-19533000,-19585000,-12093000,-20485000,-18326000,-29815000,-14822000,-23792000,-21801000,-16034000,-11406000,-32693000,-59359000,-34245000,3686000,-22992000,-1512000,-2901000,2652000,-14867000,-27107000,-9408000,1.7e+07,-5044000,4008000,5794000,10808000,-14715000,-15056000,-48970000,-15852000,-123873000,-35775000,-32961000,-30002000,-42715000,-30814000,-23251000,755000,3841,"Surgical & Medical Instruments & Apparatus"
"357","0001472494","United States Brent Oil Fund, LP","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679733,-2987792,3439908,1128715,-435090,1945692,-8979714,-18982757,-2629411,11960974,-29290275,-23686448,6395974,22920383,-1682830,9371601,-8539699,-8856003,15377331,17469461,4562389,14294815,4706269,-38753867,19896460,35962,-4861383,11692228,-78883355,134833408,-1244409,64378265,76615279,62965476,16765779,1112436,89894322,28340284,-39275187,3611340,-14033172,-5673948,38521696,-22906295,20216876,632665,-22493609,12241895,6221,"Commodity Contracts Brokers & Dealers"
"358","0001500217","AMERICAN ASSETS TRUST, INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3238000,3077000,4223000,4682000,4602000,3713000,6417000,7024000,8027000,8708000,13562000,8212000,7651000,7599000,8474000,8861000,7387000,5519000,9094000,7077000,-453000,3072000,10394000,6673000,11095000,8916000,12862000,12845000,12068000,7656000,5038000,2898000,1257000,8941000,10041000,8137000,10523000,10582000,12772000,9629000,16136000,11983000,11778000,10481000,19260000,11904000,16657000,8977000,6798,"Real Estate Investment Trusts"
"359","0001521951","FIRST BUSINESS FINANCIAL SERVICES, INC.","US-WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3244000,3133000,3609000,3760000,3337000,3505000,3553000,3744000,4192000,3858000,4381000,4083000,4553000,3723000,2665000,3968000,3397000,1886000,2584000,4037000,3649000,3289000,5301000,4064000,5899000,6572000,5085000,5768000,3278000,3323000,4293000,6084000,9731000,8235000,9198000,8591000,8672000,11204000,10826000,10156000,8979000,8337000,9941000,9770000,8848000,10456000,10526000,14415000,6022,"State Commercial Banks"
"360","0001567514","Intra-Cellular Therapies, Inc.","US-NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5638377,-8277391,-4911620,-8040810,-4543284,-4533539,-6415507,-15199130,-22286824,-21511318,-32160483,-28834516,-27841449,-30834454,-30265327,-27485039,-26933582,-17760704,-22870416,-30208712,-35480078,-37376383,-41522914,-40748036,-34835764,-37441164,-34862399,-40582851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44053000,-42784000,-24258000,-28579000,-15247000,-16220000,-26324000,-16885000,2834,"Pharmaceutical Preparations"
"361","0001570585","Liberty Global Ltd.","BM-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1e+06,-11600000,-830100000,-121200000,-78800000,-249900000,157100000,-523400000,-537500000,-464700000,133300000,-283600000,-369100000,101400000,-249500000,2222500000,-320200000,-674300000,-791600000,-9.92e+08,-1186500000,912600000,974100000,25100000,7e+06,5.3e+07,12847900000,-1386500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-721400000,-499600000,659200000,-3489900000,5.1e+08,268100000,-1434100000,2.244e+09,4841,"Cable & Other Pay Television Services"
"362","0001579877","OUTFRONT Media Inc.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19900000,36400000,37200000,5e+07,8400000,22400000,248300000,27800000,1100000,22200000,21200000,-73900000,-2300000,28500000,38100000,26600000,2500000,37100000,50700000,35500000,9100000,-5200000,46800000,57200000,6100000,50300000,38700000,4.5e+07,6100000,-57900000,-13500000,4300000,-67700000,-9e+05,33100000,NA,-1e+05,4.8e+07,40800000,NA,-23700000,-478900000,1.7e+07,60400000,-27200000,176800000,34600000,7.4e+07,6798,"Real Estate Investment Trusts"
"363","0001583107","THERAVANCE BIOPHARMA, INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32174000,-38952000,-41078000,-44080000,-60018000,-58215000,-54495000,-64310000,-42474000,-47603000,-47314000,-44828000,-42150000,-47225000,-33962000,-67332000,-65319000,-66287000,-66877000,-86922000,-65087000,-40818000,-59433000,-50186000,-72580000,-39838000,-58431000,-65606000,NA,NA,NA,NA,NA,NA,NA,NA,-25946000,-8191000,916631000,-10362000,-22088000,-15645000,-8950000,-8510000,-11664000,-16529000,-12698000,-15527000,2834,"Pharmaceutical Preparations"
"364","0001598665","Heritage Insurance Holdings, Inc.","US-FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7054000,21018000,5327000,814000,7888000,9566000,9965000,19678000,30056000,25400000,16813000,20243000,7423000,18368000,10930000,-2856000,5983000,6642000,-8696000,-5048000,14829000,2408000,5989000,3929000,6964000,721000,8133000,12818000,7620000,4132000,-5233000,2808000,-5148000,-3950000,-16410000,-49218000,-30759000,-87866000,-48240000,12501000,14008000,7779000,-7424000,30944000,14225000,18869000,8152000,20293000,6331,"Fire, Marine & Casualty Insurance"
